source_file,title,disposition,detail,destination,archived_to
Stable Layers 379b4695a24d81bc904ee4454e9319e5.md,Stable Layers,already-ingested,exact:Knowledge/AI-Image/stable-layers.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Stable Layers 379b4695a24d81bc904ee4454e9319e5.md
Stable-X Stable3DGen - Hi3Dgen 06fb755d7f534579922b21a47458c75d.md,Stable-X/Stable3DGen - Hi3Dgen,ingested-entity-card,,Knowledge/AI-3D/stable-x-stable3dgen-hi3dgen.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Stable-X Stable3DGen - Hi3Dgen 06fb755d7f534579922b21a47458c75d.md
Start an AI Agency in 2025 176b4695a24d801596c4e5456fea804d.md,Start an AI Agency in 2025,excluded-nontechnical,personal/lifestyle item; archived without knowledge card,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Start an AI Agency in 2025 176b4695a24d801596c4e5456fea804d.md
SteadyDancer 2d3b4695a24d810fa4c5f1f83e09dd9d.md,SteadyDancer,ingested-entity-card,,Knowledge/AI-Image-Midjourney/steadydancer.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/SteadyDancer 2d3b4695a24d810fa4c5f1f83e09dd9d.md
Story2Board 5eb19d83861c4fbb98ce50a4cae0c5cc.md,Story2Board,already-ingested,exact:Knowledge/AI-Video/Story2Board.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Story2Board 5eb19d83861c4fbb98ce50a4cae0c5cc.md
StoryMem 2ddb4695a24d814ea492c03d5329ab20.md,StoryMem,ingested-entity-card,,Knowledge/AI-Image-Midjourney/storymem.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/StoryMem 2ddb4695a24d814ea492c03d5329ab20.md
Storytelling techniques 2d9b4695a24d803dbb32ca0428711d47.md,Storytelling techniques,ingested-entity-card,,Knowledge/General-AI-VFX/storytelling-techniques.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Storytelling techniques 2d9b4695a24d803dbb32ca0428711d47.md
Stream-DiffVSR 2deb4695a24d8195886fcbee35b58c36.md,Stream-DiffVSR,ingested-entity-card,,Knowledge/AI-Image-Midjourney/stream-diffvsr.md,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/Stream-DiffVSR 2deb4695a24d8195886fcbee35b58c36.md
StreamChar 379b4695a24d8115b335f2ef8dee669a.md,StreamChar,already-ingested,exact:Knowledge/AI-AV/StreamChar.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/StreamChar 379b4695a24d8115b335f2ef8dee669a.md
StreamChar 379b4695a24d8138bceeffbce5c8f52d.md,StreamChar,already-ingested,exact:Knowledge/AI-AV/StreamChar.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/StreamChar 379b4695a24d8138bceeffbce5c8f52d.md
StreamChar 379b4695a24d813a96a9cacc3e3049b6.md,StreamChar,already-ingested,exact:Knowledge/AI-AV/StreamChar.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/StreamChar 379b4695a24d813a96a9cacc3e3049b6.md
StreamChar 379b4695a24d81e1b7eec28bb4cf4daf.md,StreamChar,already-ingested,exact:Knowledge/AI-AV/StreamChar.md,,raw/notion-dump-ingest-archive/2026-07-16/Batch-03/StreamChar 379b4695a24d81e1b7eec28bb4cf4daf.md
